"plot_id" "Domain" "Leaf_flush" "mean_ndvi" "sd_ndvi"
"194" 239 "Amazonia" "Evergreen" 0.404442250385435 0.0682423283485098
"195" 240 "Amazonia" "Evergreen" 0.382776055228665 0.109098704090662
"196" 241 "Amazonia" "Evergreen" 0.425204913372387 0.0732032424868787
"197" 242 "Amazonia" "Evergreen" 0.446416204243706 0.0786346868695653
"198" 243 "Amazonia" "Evergreen" 0.411813429617685 0.0489009685184955
"199" 246 "Amazonia" "Evergreen" 0.430826828405302 0.125484655101035
"200" 247 "Amazonia" "Evergreen" 0.431483362967538 0.112397727435034
"201" 249 "Amazonia" "Evergreen" 0.479069962572116 0.175166241491361
"202" 250 "Amazonia" "Evergreen" 0.535793933266193 0.186636857236725
"203" 251 "Amazonia" "Evergreen" 0.389804605519227 0.108095092151418
"204" 252 "Amazonia" "Evergreen" 0.450071714707111 0.0656060143135014
"205" 253 "Amazonia" "Evergreen" 0.483373773998588 0.0906579208162442
"206" 254 "Amazonia" "Evergreen" 0.486663538446807 0.0664729628643361
"207" 255 "Amazonia" "Evergreen" 0.418261843587364 0.106661705142825
"208" 257 "Amazonia" "Evergreen" 0.490342649154671 0.129936323909619
"209" 258 "Amazonia" "Evergreen" 0.44341986075917 0.20010622755589
"210" 259 "Amazonia" "Evergreen" 0.484391360233888 0.119736851771676
"211" 260 "Amazonia" "Evergreen" 0.421927190498371 0.0706783254826614
"212" 261 "Amazonia" "Evergreen" 0.418209073340664 0.081773289325537
"213" 262 "Amazonia" "Evergreen" 0.429397452137751 0.109508661538947
"214" 263 "Amazonia" "Evergreen" 0.481766382635691 0.067492555542654
"215" 264 "Amazonia" "Evergreen" 0.448721862066625 0.114867277757039
"216" 265 "Amazonia" "Evergreen" 0.382594944558033 0.150321280716286
"217" 266 "Amazonia" "Evergreen" 0.384557667908324 0.105780282087608
"218" 267 "Amazonia" "Evergreen" 0.33650728433167 0.056855375580832
"219" 270 "Amazonia" "Evergreen" 0.498141193552582 0.0793991785736103
"220" 271 "Amazonia" "Evergreen" 0.413013438650831 0.116043530032473
"221" 272 "Amazonia" "Evergreen" 0.423982266062273 0.0964816565520536
"222" 274 "Amazonia" "Evergreen" 0.384637186562009 0.111940408500486
"223" 275 "Amazonia" "Evergreen" 0.461471366247857 0.0908523657047047
"224" 276 "Amazonia" "Evergreen" 0.518708605595823 0.146317180463302
"225" 277 "Amazonia" "Evergreen" 0.355763010659389 0.132308189624184
"226" 278 "Amazonia" "Evergreen" 0.538878253295205 0.0455550226183516
"227" 279 "Amazonia" "Evergreen" 0.368966389437974 0.0627597370770806
"228" 281 "Amazonia" "Evergreen" 0.435478670860941 0.19502140866191
"229" 282 "Amazonia" "Evergreen" 0.381154197773389 0.130754870957646
"230" 283 "Amazonia" "Evergreen" 0.4909516623404 0.0637348053472683
"231" 284 "Amazonia" "Evergreen" 0.430559305575379 0.0749209117566922
"232" 285 "Amazonia" "Evergreen" 0.440663308326518 0.111248764625459
"233" 286 "Amazonia" "Evergreen" 0.386192205974064 0.0476646748063805
"234" 287 "Amazonia" "Evergreen" 0.456290657587071 0.118045383692167
"235" 288 "Amazonia" "Evergreen" 0.422206425446817 0.0538034882982546
"236" 289 "Amazonia" "Evergreen" 0.486960945987796 0.0957036058222597
"237" 290 "Amazonia" "Evergreen" 0.438738585270596 0.0965744275471306
"238" 291 "Amazonia" "Evergreen" 0.429448161402971 0.0885469867017773
"239" 292 "Amazonia" "Evergreen" 0.383085218872095 0.0660658977692002
"240" 293 "Amazonia" "Evergreen" 0.398575205239633 0.093016139160817
"241" 294 "Amazonia" "Evergreen" 0.442528172439845 0.148948945030677
"242" 295 "Amazonia" "Evergreen" 0.435516015811478 0.128467490348148
"243" 296 "Amazonia" "Evergreen" 0.495902146442498 0.120685011513954
"244" 297 "Amazonia" "Evergreen" 0.498324991350776 0.0568126540138885
"245" 298 "Amazonia" "Evergreen" 0.407699174540729 0.104632850506382
"246" 299 "Amazonia" "Evergreen" 0.395949458941788 0.127378246549839
"247" 300 "Amazonia" "Evergreen" 0.323873199906292 0.119389414830951
"248" 301 "Amazonia" "Evergreen" 0.418132923396647 0.106500877543568
"249" 302 "Amazonia" "Evergreen" 0.449291985241597 0.140062174125181
"250" 303 "Amazonia" "Evergreen" 0.503426904372729 0.0433062817365579
"251" 304 "Amazonia" "Evergreen" 0.439523553077282 0.0859589811739339
"252" 305 "Amazonia" "Evergreen" 0.448856147491262 0.0963905269573644
"253" 306 "Amazonia" "Evergreen" 0.423650988218036 0.0778752840126717
"254" 307 "Amazonia" "Evergreen" 0.586327129441835 0.120220247772719
"255" 308 "Amazonia" "Evergreen" 0.438887957576316 0.102074305151861
"256" 309 "Amazonia" "Evergreen" 0.364096637972962 0.0922466069842696
"257" 310 "Amazonia" "Semideciduous" 0.453833670340188 0.113148593930844
"258" 311 "Amazonia" "Evergreen" 0.444443114900133 0.101620809371546
"259" 312 "Amazonia" "Evergreen" 0.458512888875222 0.0686837943161231
"260" 313 "Amazonia" "Evergreen" 0.419513319038931 0.117219318412219
"261" 314 "Amazonia" "Evergreen" 0.384236931933808 0.170734543020489
"262" 315 "Amazonia" "Evergreen" 0.496445727289454 0.116964933506726
"263" 316 "Amazonia" "Evergreen" 0.386375883267828 0.150425743384055
"264" 317 "Amazonia" "Evergreen" 0.373743968194056 0.100287562155139
"265" 320 "Amazonia" "Evergreen" 0.418264903605388 0.14191159096337
"266" 321 "Amazonia" "Evergreen" 0.422008172353567 0.109867722321605
"267" 322 "Amazonia" "Evergreen" 0.419333241615045 0.0927575854320156
"268" 323 "Amazonia" "Evergreen" 0.467775870014185 0.0758715239488213
"269" 324 "Amazonia" "Evergreen" 0.463014309149721 0.104617850473136
"270" 325 "Amazonia" "Evergreen" 0.456181548362322 0.12203747005963
"271" 326 "Amazonia" "Evergreen" 0.404000736694251 0.127915280724604
"272" 327 "Amazonia" "Evergreen" 0.596880868345887 0.0789447066010159
"273" 328 "Amazonia" "Evergreen" 0.450850243874138 0.0604335952099619
"274" 329 "Amazonia" "Evergreen" 0.396657256195678 0.0972387844716153
"275" 330 "Amazonia" "Evergreen" 0.559418535069189 0.0913779624779713
"276" 331 "Amazonia" "Evergreen" 0.505857891245733 0.0661374518896467
"277" 332 "Amazonia" "Evergreen" 0.445501601656025 0.105381666383809
"278" 333 "Amazonia" "Evergreen" 0.447378810137808 0.0786941772832263
"279" 334 "Amazonia" "Evergreen" 0.533995743246861 0.0756113287383809
"280" 335 "Amazonia" "Evergreen" 0.442552914743205 0.102641857168481
"281" 336 "Amazonia" "Evergreen" 0.624295028880543 0.164284017177556
"282" 337 "Amazonia" "Evergreen" 0.41812954257481 0.114828743382077
"283" 338 "Amazonia" "Evergreen" 0.505080525954842 0.0919363402604455
"284" 339 "Amazonia" "Evergreen" 0.459029522566153 0.114495846442828
"285" 344 "Amazonia" "Evergreen" 0.432274680940177 0.171852184222078
"286" 345 "Amazonia" "Evergreen" 0.467483720274295 0.0917295734869944
"287" 346 "Amazonia" "Evergreen" -0.000620013247734222 0.0332880344487733
"288" 347 "Amazonia" "Evergreen" 0.551233229008248 0.116462642433052
"289" 351 "Amazonia" "Semideciduous" 0.385341592832689 0.148912751532999
"290" 352 "Amazonia" "Semideciduous" 0.449558548677838 0.150021074664807
"291" 356 "Amazonia" "Evergreen" 0.45235407583874 0.171290266342467
"292" 358 "Amazonia" "Evergreen" 0.472577068365526 0.125137595781827
"293" 364 "Amazonia" "Evergreen" 0.391802251430131 0.149146746059979
"294" 365 "Amazonia" "Evergreen" 0.329162659871457 0.117939037260405
"295" 366 "Amazonia" "Evergreen" 0.394588608740289 0.097541740310714
"296" 368 "Amazonia" "Evergreen" 0.363297365371614 0.0960653488404376
"297" 370 "Amazonia" "Evergreen" 0.433695215810021 0.151101209469769
"298" 371 "Amazonia" "Evergreen" 0.449302163673404 0.10001288728815
"299" 372 "Amazonia" "Evergreen" 0.423588139111336 0.088677918261729
"300" 373 "Amazonia" "Evergreen" 0.397953271884863 0.145362610018134
"301" 376 "Amazonia" "Evergreen" 0.441830458065478 0.0912005711746636
"302" 377 "Amazonia" "Evergreen" 0.381567065176837 0.128131215407399
"303" 378 "Amazonia" "Evergreen" 0.507705406283504 0.184308696133492
"304" 382 "Amazonia" "Evergreen" 0.353869963941831 0.119255798616578
"305" 383 "Amazonia" "Evergreen" 0.410504857182553 0.110326427893773
"306" 535 "Amazonia" "Evergreen" 0.412176469380922 0.131615098328708
"307" 536 "Amazonia" "Evergreen" 0.401015780463246 0.0975407994726586
"308" 537 "Amazonia" "Evergreen" 0.401146009057107 0.101779058129314
"309" 540 "Amazonia" "Semideciduous" 0.296571876534615 0.0982866728457914
"310" 541 "Amazonia" "Semideciduous" 0.479537797462462 0.110435993378859
"311" 544 "Amazonia" "Semideciduous" 0.395290844235332 0.0992276473792764
"312" 545 "Amazonia" "Semideciduous" 0.423229690894716 0.0647214819864385
"313" 547 "Amazonia" "Semideciduous" 0.438959845222379 0.189739852966936
"314" 549 "Amazonia" "Semideciduous" 0.431645094298598 0.0434339417170808
"315" 551 "Amazonia" "Semideciduous" 0.51562319320198 0.0826711485892784
"316" 553 "Amazonia" "Semideciduous" 0.434510941997336 0.118479286744864
"317" 559 "Amazonia" "Evergreen" 0.510181726589427 0.10567832219237
"318" 560 "Amazonia" "Evergreen" 0.448465153492689 0.0892999090283338
"319" 561 "Amazonia" "Evergreen" 0.419591207064405 0.107869980935926
"320" 563 "Amazonia" "Evergreen" 0.463692720257242 0.0672732452715411
"321" 564 "Amazonia" "Evergreen" 0.444457489563501 0.0987581387588796
"322" 565 "Amazonia" "Evergreen" 0.473618073265465 0.117932097838013
"323" 566 "Amazonia" "Evergreen" 0.360554366593601 0.060865358578132
"324" 568 "Amazonia" "Evergreen" 0.520134414707207 0.0744978567633961
"325" 569 "Amazonia" "Evergreen" 0.451217115669671 0.0732548572925757
"326" 570 "Amazonia" "Evergreen" 0.53800003340239 0.0966914801383538
"327" 571 "Amazonia" "Evergreen" 0.481226290673358 0.0767320594587954
"328" 573 "Amazonia" "Semideciduous" 0.425243672732314 0.105343090137032
"329" 574 "Amazonia" "Semideciduous" 0.459396818129195 0.0941182750660301
"330" 575 "Amazonia" "Semideciduous" 0.453830740613269 0.0759540383791198
"331" 576 "Amazonia" "Semideciduous" 0.474666161155888 0.131288687473168
"332" 577 "Amazonia" "Semideciduous" 0.52402596766718 0.118061412021797
"333" 578 "Amazonia" "Semideciduous" 0.413792349977874 0.0911525519158039
"334" 579 "Amazonia" "Semideciduous" 0.465902752195583 0.0901225903389642
"335" 580 "Amazonia" "Semideciduous" 0.493545627355466 0.0938762411694295
"336" 581 "Amazonia" "Semideciduous" 0.475384002787381 0.0853107285759313
"337" 582 "Amazonia" "Semideciduous" 0.405016799003868 0.0897356300499656
"338" 583 "Amazonia" "Semideciduous" 0.500325058806646 0.0883625723726502
"339" 584 "Amazonia" "Semideciduous" 0.422205447008707 0.129072082783775
"340" 585 "Amazonia" "Semideciduous" 0.523807726806254 0.0795279834151273
"341" 586 "Amazonia" "Semideciduous" 0.47642154432484 0.0950591129706656
"342" 587 "Amazonia" "Semideciduous" 0.48001175729349 0.100326254188471
"343" 588 "Amazonia" "Semideciduous" 0.413851152420634 0.0558429097528271
"344" 589 "Amazonia" "Semideciduous" 0.420981720414766 0.0772631179411287
"345" 590 "Amazonia" "Semideciduous" 0.466426511219425 0.0833121711372013
"346" 592 "Amazonia" "Semideciduous" 0.463479447530725 0.0420520018918095
"347" 593 "Amazonia" "Semideciduous" 0.409348457502818 0.0692332380907748
"348" 594 "Amazonia" "Semideciduous" 0.511075455154203 0.0782905429404176
"349" 595 "Amazonia" "Semideciduous" 0.613711205731621 0.0796313305005717
"350" 600 "Amazonia" "Evergreen" 0.448528112830657 0.135586088913195
"351" 601 "Amazonia" "Evergreen" 0.379776561042039 0.114591041645895
"352" 604 "Amazonia" "Evergreen" 0.453417579545841 0.177668974257358
"353" 606 "Amazonia" "Evergreen" 0.448528112830657 0.135586088913195
"354" 607 "Amazonia" "Evergreen" 0.475664029433974 0.123635886631682
"355" 610 "Amazonia" "Evergreen" 0.505422932640572 0.118135450620638
"356" 611 "Amazonia" "Evergreen" 0.537606449168405 0.0960118168494971
"357" 613 "Amazonia" "Evergreen" 0.551271247477143 0.132580116372253
"358" 615 "Amazonia" "Evergreen" 0.608181313591627 0.126048827747912
"359" 617 "Amazonia" "Evergreen" 0.539255456138656 0.0866984503281558
"360" 618 "Amazonia" "Evergreen" 0.476153136105759 0.153028256074327
"361" 620 "Amazonia" "Evergreen" 0.434428848768615 0.120971106278369
"362" 622 "Amazonia" "Evergreen" 0.534334113734482 0.123162373637056
"363" 624 "Amazonia" "Evergreen" 0.43176324000779 0.117150011850016
"364" 629 "Amazonia" "Evergreen" 0.36791284667524 0.141717288911922
"365" 630 "Amazonia" "Evergreen" 0.41040544260044 0.122409252537979
"366" 633 "Amazonia" "Evergreen" 0.421478021276564 0.156588899716451
